chapter_number,verse_number,verse_id,verse_id_arabic,chapter_verses,chapter_title_english,chapter_title_arabic,chapter_title_persian,verse_subtitle_english,verse_text_persian,verse_text_english,verse_footnote_english
16,102,17:42,١٠٢:١٦,128,The Bee,النّحل,زنبور,,"بگو: ""آن را روح القدس از جانب پروردگارت به حقيقت پايين آورده است تا به كسانی كه ايمان دارند، اطمينان بخشد و نور هدايت و بشارتی باشد برای تسليم شدگان.""","Say, ""The Holy Spirit has brought it down from your Lord, truthfully, to assure those who believe, and to provide a beacon and good news for the submitters.""",
16,103,17:43,١٠٣:١٦,128,The Bee,النّحل,زنبور,The Quran Is Not Copied From The Bible,"ما خوب می دانيم که آنها می گويند: ""بشری به او تعليم می دهد!"" زبان آن مرجعی که آنها به آن اشاره می کنند، غير عربی است و اين به زبان عربی کامل است.","We are fully aware that they say, ""A human being is teaching him!"" The tongue of the source they hint at is non-Arabic, and this is a perfect Arabic tongue.",
16,104,17:44,١٠٤:١٦,128,The Bee,النّحل,زنبور,,مسلماً، کسانی که به آيات خدا ايمان نمی آورند، خدا آنان را هدايت نمی کند. آنها سزاوار عذابی دردناك شده اند.,"Surely, those who do not believe in GOD's revelations, GOD does not guide them. They have incurred a painful retribution.",
16,105,17:45,١٠٥:١٦,128,The Bee,النّحل,زنبور,,تنها كسانی كه آ‌یین دروغين می سازند، كه به آيات خدا ايمان ندارند؛ آنها دروغگويان واقعی هستند.,The only ones who fabricate false doctrines are those who do not believe in GOD's revelations; they are the real liars.,
16,106,17:46,١٠٦:١٦,128,The Bee,النّحل,زنبور,Lip Service Does Not Count,کسانی که پس از ايمان به خدا، کافر شوند و کاملاً به کفر راضی باشند، سزاوار خشم خدا شده اند. فقط عذر کسانی موجه است که ناگزير به اظهار کفر شده اند، در حالی که دل هايشان سرشار از ايمان است.*(۱۶:۱۰۶ حکمت الهی چنين حُکم می کند که اگر کسی بوسيلهٔ اسلحه به شما امر کرد که به خدا اظهار کفر کنيد، شما می توانيد خواسته اش را برآورده کنيد. زيرا در چنين مواقعی، آنچه كه در دل شما است به حساب می آيد.,"Those who disbelieve in GOD, after having acquired faith, and become fully content with disbelief, have incurred wrath from GOD. The only ones to be excused are those who are forced to profess disbelief, while their hearts are full of faith.*","*16:106 God's wisdom decrees that if someone holds a gun to your head and orders you to declare that you disbelieve in God, you may grant him his wish. What the heart harbors is what counts."
16,107,17:47,١٠٧:١٦,128,The Bee,النّحل,زنبور,Preoccupation With This Life Leads to Exile From God,اين از آن جهت است که آنان زندگی اين دنيا را بر آخرت مقدم شمرده اند و خدا چنين مردم کافری را هدايت نمی کند.,"This is because they have given priority to this life over the Hereafter, and GOD does not guide such disbelieving people.",
16,108,17:48,١٠٨:١٦,128,The Bee,النّحل,زنبور,,آنها كسانی هستند كه خدا بر قلب و شنوايی و بينايی شان مهر زده است. درنتيجه، آنها در غفلت به سر می برند.,"Those are the ones whom GOD has sealed their hearts, and their hearing, and their eyesight. Consequently, they remain unaware.",
16,109,17:49,١٠٩:١٦,128,The Bee,النّحل,زنبور,,بدون شك، آنها در آخرت از بازندگان خواهند بود.,"Without a doubt, they will be the losers in the Hereafter.",
16,110,17:50,١١٠:١٦,128,The Bee,النّحل,زنبور,,و اما كسانی كه به دليل اذيت و آزار مهاجرت می كنند، سپس به كوشش ادامه می دهند و صبورانه مقاومت می كنند، پروردگارت برای تمام اينها عفوكننده است، مهربان ترين.,"As for those who emigrate because of persecution, then continue to strive and steadfastly persevere, your Lord, because of all this, is Forgiver, Most Merciful.",
16,111,17:51,١١١:١٦,128,The Bee,النّحل,زنبور,,آن روز خواهد آمد كه هر نفسی مدافع خود خواهد بود و به هر نفسی برای آنچه  انجام داده بود، بدون كوچك ترين بی عدالتی كامل پرداخت خواهد شد.,"The day will come when every soul will serve as its own advocate, and every soul will be paid fully for whatever it had done, without the least injustice.",
16,112,17:52,١١٢:١٦,128,The Bee,النّحل,زنبور,Prohibiting Lawful Food Brings Deprivation,خدا جامعه ای را مثال می زند كه در امنيت و رفاه به سر می بردند، با روزی هايی كه از هر سو به آنجا می آمد. اما سپس، آنها به نعمت های خدا ناسپاس شدند. درنتيجه، خدا طعم رنج گرسنگی و ناامنی را به آنها چشاند. چنين است جزای اعمالی كه انجام دادند.,"GOD cites the example of a community that used to be secure and prosperous, with provisions coming to it from everywhere. But then, it turned unappreciative of GOD's blessings. Consequently, GOD caused them to taste the hardships of starvation and insecurity. Such is the requital for what they did.",
16,113,17:53,١١٣:١٦,128,The Bee,النّحل,زنبور,,رسولی از ميانشان نزدشان رفته بود، اما آنها او را تكذيب كردند. درنتيجه، به دلیل ستمكاريشان عذاب بر آنها نازل شد.,"A messenger had gone to them from among them, but they rejected him. Consequently, the retribution struck them for their transgression.",
16,114,17:54,١١٤:١٦,128,The Bee,النّحل,زنبور,,بنابراين، از روزی های خدا آنچه را كه حلال و خوب است، بخوريد و سپاسگزار نعمت های خدا باشيد، اگر واقعاً فقط او را می پرستيد.,"Therefore, you shall eat from GOD's provisions everything that is lawful and good, and be appreciative of GOD's blessings, if you do worship Him alone.",
16,115,17:55,١١٥:١٦,128,The Bee,النّحل,زنبور,Only Four Foods Prohibited,او فقط حيوانات مرده، خون، گوشت خوك* و غذايی را كه برای غير از خدا نذر شده باشد، برای شما حرام می كند. اگر كسی بدون قصد و غرض مجبور (به خوردن اينها) شود، پس خداست عفوكننده، مهربان ترين.,"He only prohibits for you dead animals, blood, the meat of pigs,* and food which is dedicated to other than GOD. If one is forced (to eat these), without being deliberate or malicious, then GOD is Forgiver, Most Merciful.","*16:115 & 118 The most devastating trichinosis parasite, Trichinella spiralis, (also the pork tapeworm Taenia solium) survives in the meat of pigs, not the fat. More than 150,000 people are infected annually in the United States. See 6:145-146, and Appendix 16."
16,116,17:56,١١٦:١٦,128,The Bee,النّحل,زنبور,,"به زبان خود دروغ نگویید: ""اين حلال است و آن حرام،"" که در اين صورت دروغ ساخته اید و آن را به خدا نسبت داده اید. مطمئناً، آنان که دروغ می سازند و آنها را به خدا نسبت می دهند، هرگز موفق نخواهند شد.","You shall not utter lies with your own tongues stating: ""This is lawful, and this is unlawful,"" to fabricate lies and attribute them to GOD. Surely, those who fabricate lies and attribute them to GOD will never succeed.",
16,117,17:57,١١٧:١٦,128,The Bee,النّحل,زنبور,,آنها برای مدت كوتاهی لذت می برند، سپس به عذابی دردناك گرفتار می شوند.,"They enjoy briefly, then suffer painful retribution.",
16,118,17:58,١١٨:١٦,128,The Bee,النّحل,زنبور,,ما آنچه را برای يهوديان حرام كرديم، قبلاً برای تو بيان نموديم.* اين ما نبوديم كه به آنها ستم كرديم؛ آنها هستند كه به نفس خويش ستم كردند.,"For the Jews, we prohibited what we narrated to you previously.* It was not us who wronged them; they are the ones who wronged their own souls.",
16,119,17:59,١١٩:١٦,128,The Bee,النّحل,زنبور,,با اين حال، دربارهٔ كسانی كه از روی نادانی گناه می كنند، سپس توبه می كنند و اصلاح می شوند، پروردگارت پس از آنكه اين انجام شد، عفوكننده است، مهربان ترين.,"Yet, as regards those who fall in sin out of ignorance then repent thereafter and reform, your Lord, after this is done, is Forgiver, Most Merciful.",
16,120,18:00,١٢٠:١٦,128,The Bee,النّحل,زنبور,Abraham,ابراهيم حقيقتاً در تسليم بودن به خدا پيشتازی نمونه بود، يكتاپرستی كه هرگز به شرك آلوده نشد.,"Abraham was indeed an exemplary vanguard in his submission to GOD, a monotheist who never worshiped idols.",
16,121,18:01,١٢١:١٦,128,The Bee,النّحل,زنبور,,چون او شکرگزار نعمت های پروردگارش بود، او وی را برگزيد و در راه مستقيم هدايت کرد.,"Because he was appreciative of His Lord's blessings, He chose him and guided him in a straight path.",
16,122,18:02,١٢٢:١٦,128,The Bee,النّحل,زنبور,,ما در اين دنيا به او خوشبختی عطا كرديم و در آخرت او از پرهيزكاران خواهد بود.,"We granted him happiness in this life, and in the Hereafter he will be with the righteous.",
16,123,18:03,١٢٣:١٦,128,The Bee,النّحل,زنبور,Muhammad: A Follower of Abraham*,سپس ما به تو (محمد) وحی کرديم که از دين ابراهيم* پيروی کن، يکتاپرستی؛ او هرگز مشرک نبود.,"Then we inspired you (Muhammad) to follow the religion of Abraham,* the monotheist; he never was an idol worshiper.","*16:123 This informs us that all religious practices, which came to us through Abraham, were intact at the time of Muhammad (see 22:78 and Appendix 9)."
16,124,18:04,١٢٤:١٦,128,The Bee,النّحل,زنبور,The Sabbath Abrogated,سَبَت فقط بر کسانی مقرر شده بود که در آن اختلاف پيدا کردند (يهوديان و مسيحيان). پروردگارت يكتايی است که در روز رستاخيز آنها را به دلیل اختلافاتشان قضاوت خواهد کرد.,The Sabbath was decreed only for those who ended up disputing it (Jews & Christians). Your Lord is the One who will judge them on the Day of Resurrection regarding their disputes.,
16,125,18:05,١٢٥:١٦,128,The Bee,النّحل,زنبور,How to Spread God's Message,تو با حکمت و اندرز محبت آميز به راه پروردگارت دعوت کن و با آنها به بهترين شيوه ای که ممکن است، به گفتگو بنشين. پروردگار تو ار همه بهتر می داند که چه کسی از راه او منحرف شده است و بهتر می داند که چه کسانی هدايت يافته اند.,"You shall invite to the path of your Lord with wisdom and kind enlightenment, and debate with them in the best possible manner. Your Lord knows best who has strayed from His path, and He knows best who are the guided ones.",
16,126,18:06,١٢٦:١٦,128,The Bee,النّحل,زنبور,,و اگر تنبيه می کنيد، معادل همان تنبيه کنيد، اما اگر صبر پیشه کنید (به جای انتقام) این برای صبوران بهتر خواهد بود.,"And if you punish, you shall inflict an equivalent punishment. But if you resort to patience (instead of revenge), it would be better for the patient ones.",
16,127,18:07,١٢٧:١٦,128,The Bee,النّحل,زنبور,,صبر پيشه كن- و صبر تو جز به ياری خدا ميسر نيست. برای آنها غمگين مباش و از حيله هايشان ناراحت مشو.,"You shall resort to patience—and your patience is attainable only with GOD's help. Do not grieve over them, and do not be annoyed by their schemes.",
16,128,18:08,١٢٨:١٦,128,The Bee,النّحل,زنبور,,خدا با كسانی است كه زندگی پرهيزكارانه ای را در پيش می گيرند و كسانی كه نيكوكار هستند.,"GOD is with those who lead a righteous life, and those who are charitable.",
17,0,17:0,٠:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,به نام خدا، بخشنده ترين، مهربان ترين.,"In the name of God, Most Gracious, Most Merciful.",
17,1,17:1,١:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,بالاترين تجليل از آن يكتايی است كه در طی شب بندهٔ خود (محمد) را از مسجدالحرام (مكه) به دورترين سجده گاه* احضار كرد، محلی كه اطراف آن را بركت داده ايم تا برخی از نشانه های خود را به او نشان دهيم. اوست شنوا، بينا.,"Most glorified is the One who summoned His servant (Muhammad) during the night, from the Sacred Masjid (of Mecca) to the farthest place of prostration,* whose surroundings we have blessed, in order to show him some of our signs. He is the Hearer, the Seer.","*17:1 ""The Aqsa Masjid"" means ""the farthest place where there is prostration,"" many billions of Light Years away. This verse informs us that Muhammad, the soul, was taken to the highest Heaven to be given the Quran (2:185, 44:3, 53:1-18, & 97:1)."
17,2,17:2,٢:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"به همين ترتيب، ما به موسی كتاب آسمانی داديم و آن را نور هدايتی برای بنی اسرایيل قرار داديم كه: ""در كنار من هيچ معبودی را به عنوان مولا و سرور قرار ندهيد.""","Similarly, we gave Moses the scripture, and rendered it a beacon for the Children of Israel that: ""You shall not set up any idol as a Lord and Master beside Me.""",
17,3,17:3,٣:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,آنها نوادگان كسانی هستند كه با نوح انتقال داديم؛ او بنده ای سپاسگزار بود.,They are descendants of those whom we carried with Noah; he was an appreciative servant.,
17,4,17:4,٤:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"ما در كتاب آسمانی به بنی اسرایيل خطاب كرديم: ""شما دو بار در زمين به شدت فساد خواهيد كرد. مقدر شده است كه شما به بالاترين درجهٔ تكبر برسيد.","We addressed the Children of Israel in the scripture: ""You will commit gross evil on earth, twice. You are destined to fall into great heights of arrogance.",
17,5,17:5,٥:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"""هنگامی كه بار اول فرا رسد، برخی از بندگان خود را كه نيرويی عظيم در اختيار دارند، عليه شما خواهيم فرستاد و آنها به خانه های شما هجوم خواهند برد. اين يک پيش بينی است که بايد به وقوع پيوندد.","""When the first time comes to pass, we will send against you servants of ours who possess great might, and they will invade your homes. This is a prophecy that must come to pass.",
17,6,17:6,٦:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"""پس از آن، ما نوبت را به شما خواهيم داد كه بر آنها غلبه كنيد و برايتان فرزندان و ثروت فراوانی فراهم می كنيم؛ ما شما را مسلط خواهيم كرد.","""Afterwards, we will give you a turn over them, and will supply you with a lot of wealth and children; we will give you the upper hand.",
17,7,17:7,٧:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"""اگر پرهيزكارانه عمل كنيد، به نفع خود پرهيزكاری می كنيد، اما اگر عمل پليدی انجام دهيد به ضرر خود عمل می كنيد. بنابراين، هنگامی كه نوبت دوم فرا رسد، آنها شما را شكست خواهند داد و وارد مسجد خواهند شد، درست همان طوركه اولين بار وارد شدند. آنها آنچه را كه به دست آورده بوديد، از بين خواهند برد.""","""If you work righteousness, you work righteousness for your own good, but if you commit evil you do so to your own detriment. Thus, when the second time comes to pass, they will defeat you and enter the mosque (masjid), just as they did the first time. They will wipe out all the gains you had accomplished.""",
17,8,17:8,٨:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,پروردگارتان باران رحمت خويش را بر شما می باراند. اما اگر به ستمكاری بازگرديد، ما با عذاب تلافی خواهيم كرد. ما جهنم را اقامتگاه نهايی كافران تعيين كرده ايم.,"Your Lord showers you with His mercy. But if you revert to transgression, we will counter with retribution. We have designated Gehenna as a final abode for the disbelievers.",
17,9,17:9,٩:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Quran: Our Means to Salvation,اين قرآن به بهترين راه هدايت می کند و به مؤمنانی که زندگی پرهيزكارانه ای را در پيش می گيرند، مژده می دهد که سزاوار پاداشی بزرگ شده اند.,"This Quran guides to the best path, and brings good news to the believers who lead a righteous life, that they have deserved a great recompense.",
17,10,17:10,١٠:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,و اما برای کسانی که به آخرت ايمان ندارند، مجازاتی دردناک آماده کرده ايم.,"As for those who disbelieve in the Hereafter, we have prepared for them a painful retribution.",
17,11,17:11,١١:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,انسان اغلب برای چيزهايی دعا می کند که ممکن است به ضرر او باشد، ولی به خيال خودش برای چيزی دعا می کند که خوب است. انسان عجول است.,"The human being often prays for something that may hurt him, thinking that he is praying for something good. The human being is impatient.",
17,12,17:12,١٢:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,ما شب و روز را دو نشانه قرار داديم. ما شب را تاريك كرديم و روز را روشن، تا در آن در جستجوی روزی پروردگارتان باشيد. درضمن، اين برايتان سيستم زمان و وسيله ای را برای محاسبه برقرار می كند. ما اين چنين همه چيز را با جزئيات توضيح می دهيم.,"We rendered the night and the day two signs. We made the night dark, and the day lighted, that you may seek provisions from your Lord therein. This also establishes for you a timing system, and the means of calculation. We thus explain everything in detail.",
17,13,17:13,١٣:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,The Video Tape*,ما سرنوشت هر انسانی را ضبط کرده ايم؛ آن به گردنش آويخته شده است. روز رستاخيز پرونده ای به دست او می دهيم که قابل دسترسی است.,We have recorded the fate of every human being; it is tied to his neck. On the Day of Resurrection we will hand him a record that is accessible.,"*17:13 Your life is already recorded, as if on a video tape, from birth to death. This same record will be made accessible to us upon resurrection. See 57:22 & Appendix 14."
17,14,17:14,١٤:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,پروندهٔ خود را بخوان. امروز تو برای رسيدگی به حساب خود كافی هستی.,"Read your own record. Today, you suffice as your own reckoner.",
17,15,17:15,١٥:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,هر كس هدايت شود، به نفع خود هدايت شده است و هر كس به گمراهی رود به ضرر خود گمراه می شود. هيچ گناهكاری بار گناهان ديگری را بر دوش نخواهد كشيد. ما هرگز تنبيه نمی كنيم، بدون آنكه نخست رسولی بفرستيم.,"Whoever is guided, is guided for his own good, and whoever goes astray does so to his own detriment. No sinner will bear the sins of anyone else. We never punish without first sending a messenger.",
17,16,17:16,١٦:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,و چون بخواهيم جامعه ای را از ميان برداريم، رهبران آن را به حال خود رها می کنيم تا در آن به شدت فساد کنند. پس هنگامی که سزاوار مجازات شوند، به کلی آن را می کنيم.,"If we are to annihilate any community, we let the leaders commit vast corruption therein. Once they deserve retribution, we annihilate it completely.",
17,17,17:17,١٧:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,چه بسيار نسل هايی را که پس از نوح هلاک کرده ایم. پروردگارت در نهايت دقت به گناهان بندگانش رسيدگی می کند؛ او كاملاً آگاه است، بينا.,"Many a generation have we annihilated after Noah. Your Lord is most efficient in dealing with the sins of His servants; He is fully Cognizant, Seer.",
17,18,17:18,١٨:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Choose Your Priorities Carefully This Life,هر كس اين زندگی زودگذر را انتخاب كند و به آن اولویت دهد، ما فوراً هر آنچه را كه تصميم بگيريم به او خواهيم داد، سپس او را به جهنم محكوم می كنيم، جايی كه تا ابد زجر می كشد، حقير و شكست خورده.,"Anyone who chooses this fleeting life as his priority, we will rush to him what we decide to give him, then we commit him to Gehenna, where he suffers forever, despised and defeated.",
17,19,17:19,١٩:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,The Hereafter,و اما كسانی كه آخرت را برگزينند و به آن اولويت دهند و پرهيزكارانه عمل كنند، در حالی كه ايمان داشته باشند، از كوشش آنها قدردانی خواهد شد.,"As for those who choose the Hereafter as their priority, and work righteousness, while believing, their efforts will be appreciated.",
17,20,17:20,٢٠:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,ما برای هر يك از آنها روزی فراهم می كنيم؛ ما نعمت های پروردگارت را به آنان و اينان، هر دو عطا می كنيم. نعمت های پروردگارت بی پايان است.,For each one of them we provide; we provide those and these from your Lord's bounties. Your Lord's bounties are inexhaustible.,
17,21,17:21,٢١:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,توجه كن چگونه (در اين دنيا) برخی از مردم را بر برخی ديگر برتری داديم. اين تفاوت ها در آخرت به مراتب بيشتر و بسيار چشمگيرتر است.,Note how we preferred some people above others (in this life). The differences in the Hereafter are far greater and far more significant.,
17,22,17:22,٢٢:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Major Commandments,هيچ خدای ديگری در كنار خدا قرار نده، مبادا كه عاقبت حقير و خوار شوی.,"You shall not set up any other god beside GOD, lest you end up despised and disgraced.",
17,23,17:23,٢٣:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"پروردگارت مقرر كرده است که جز او را عبادت نکن و به والدين خود احترام بگذار تا وقتی يکی از آن دو، يا هر دو در قيد حيات هستند، هرگز به آنها ""اُف"" نگو (كوچك ترين حركت ناراحت كننده)، به آنان پرخاش نکن؛ با ايشان خوش رفتار باش.","Your Lord has decreed that you shall not worship except Him, and your parents shall be honored. As long as one or both of them live, you shall never say to them, ""Uff"" (the slightest gesture of annoyance), nor shall you shout at them; you shall treat them amicably.",
17,24,17:24,٢٤:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"و نزد آنها فروتن و مهربان باش و بگو: ""پروردگارا، ايشان را قرين رحمت ساز، زيرا آنها از کودکی مرا بزرگ کرده اند.""","And lower for them the wings of humility, and kindness, and say, ""My Lord, have mercy on them, for they have raised me from infancy.""",
17,25,17:25,٢٥:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,پروردگار شما از درونی ترين افكارتان كاملاً آگاه است. اگر پرهيزكار باقی بمانيد، او نسبت به كسانی كه توبه می كنند عفوكننده است.,"Your Lord is fully aware of your innermost thoughts. If you maintain righteousness, He is Forgiver of those who repent.",
17,26,17:26,٢٦:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,حق تعيين شدهٔ خويشاوندان، نيازمندان، تهيدستان و مسافران غريب را بده، اما افراط نكن و زياد ولخرج نباش.,"You shall give the due alms to the relatives, the needy, the poor, and the traveling alien, but do not be excessive, extravagant.",
17,27,17:27,٢٧:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,كسانی كه افراط می كنند، برادران شيطان هستند و شيطان به پروردگار خود ناسپاس است.,"The extravagant are brethren of the devils, and the devil is unappreciative of his Lord.",
17,28,17:28,٢٨:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,حتی اگر در پی رحمت پروردگارت، ناگزيری از ايشان روی گردانی، به بهترين نحو ممکن با ايشان رفتار کن.,"Even if you have to turn away from them, as you pursue the mercy of your Lord, you shall treat them in the nicest manner.",
17,29,17:29,٢٩:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Stinginess Condemned,نه از روی خساست دست خود را ببند و نه از روی حماقت دستت را باز کن، تا مبادا عاقبت سرزنش شوی و تأسف بخوری.,"You shall not keep your hand stingily tied to your neck, nor shall you foolishly open it up, lest you end up blamed and sorry.",
17,30,17:30,٣٠:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,زيرا پروردگارت روزی هر كه را بخواهد زياد و يا كم می كند. او كاملاً بر مخلوقاتش آگاه است، بينا.,"For your Lord increases the provision for anyone He chooses, and reduces it. He is fully Cognizant of His creatures, Seer.",
17,31,17:31,٣١:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Abortion is Murder,فرزندان خود را از بيم فقر نکشيد. ما برای آنان و نيز برای شما روزی فراهم می کنيم. کشتن آنها گناهی است بزرگ.,"You shall not kill your children due to fear of poverty. We provide for them, as well as for you. Killing them is a gross offense.",
17,32,17:32,٣٢:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,مرتكب زنا نشويد؛ آن گناهی است بزرگ و رفتاری است ناپسند.,"You shall not commit adultery; it is a gross sin, and an evil behavior.",
17,33,17:33,٣٣:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,کسی را نکشید- زيرا خدا زندگی را مقدس قرار داده است- جز برای اجرای عدالت. اگر کسی به ناحق کشته شود، پس ما برای اجرای عدالت به وارث او اختيار می دهيم. پس، او نبايد در انتقام گرفتن از قاتل زياده روی کند تا به او کمک شود.,"You shall not kill any person—for GOD has made life sacred—except in the course of justice. If one is killed unjustly, then we give his heir authority to enforce justice. Thus, he shall not exceed the limits in avenging the murder, he will be helped.",
17,34,17:34,٣٤:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,به مال يتيمان دست نزنيد مگر آنکه به نفعشان باشد، تا به بلوغ  فكری برسند. به عهد خود وفا كنيد، زيرا عهدبستن مسئوليتی است بزرگ.,"You shall not touch the orphans' money except for their own good, until they reach maturity. You shall fulfill your covenants, for a covenant is a great responsibility.",
17,35,17:35,٣٥:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,هنگام معامله اندازهٔ كامل را بدهيد و منصفانه وزن كنيد. اين بهتر و پرهيزكارانه تر است.,"You shall give full measure when you trade, and weigh equitably. This is better and more righteous.",
17,36,17:36,٣٦:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Crucial Advice,هيچ خبری را نپذير، مگر آنكه خودت دربارهٔ صحت آن تحقيق كنی. من به تو شنوايی، بينايی و عقل داده ام و تو مسئولی از آنها استفاده كنی.,"You shall not accept any information, unless you verify it for yourself. I have given you the hearing, the eyesight, and the brain, and you are responsible for using them.",
17,37,17:37,٣٧:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,در روی زمين با تكبر راه نرو_ تو نه می توانی از وسط كرهٔ زمين راه باز كنی و نه می توانی به بلندی كوه ها باشی.,"You shall not walk proudly on earth —you cannot bore through the earth, nor can you be as tall as the mountains.",
17,38,17:38,٣٨:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,پروردگارت تمام رفتارهای ناپسند را محکوم کرده است.,All bad behavior is condemned by your Lord.,
17,39,17:39,٣٩:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Quran Is Wisdom,اين بخشی از حكمتی است كه پروردگارت بر تو وحی كرده است. خدای ديگری در كنار خدا قرار نده، مبادا كه عاقبت به جهنم افتی، نكوهيده و شكست خورده.,"This is some of the wisdom inspired to you by your Lord. You shall not set up another god beside GOD, lest you end up in Gehenna, blamed and defeated.",
17,40,17:40,٤٠:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,آيا پروردگارتان پسران را به شما داده است و فرشتگان را به عنوان دختر به خود؟ چطور می توانيد چنين کفری بر زبان آوريد؟,"Has your Lord given you boys, while giving Himself the angels as daughters?! How could you utter such a blasphemy?",
17,41,17:41,٤١:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,ما در اين قرآن (هر گونه مثالی) ذكر كرده ايم، باشد كه توجه كنند. اما آن فقط به نفرت آنها می افزايد.,"We have cited in this Quran (all kinds of examples), that they may take heed. But it only augments their aversion.",
17,42,17:42,٤٢:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,"بگو: ""اگر طبق ادعای آنان، خدايان ديگری در كنار او بودند، آنها تلاش می کردند صاحب عرش را براندازند.""","Say, ""If there were any other gods beside Him, as they claim, they would have tried to overthrow the Possessor of the throne.""",
17,43,17:43,٤٣:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,,تجليل او را، او بسيار بلندمرتبه است. بسی بالاتر از گفته هايشان.,"Be He glorified, He is much too exalted, far above their utterances.",
17,44,17:44,٤٤:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Everything Glorifies God,هفت جهان، زمين و هر كه در آنهاست، او را تجليل می كنند. چيزی نيست که شکوه و جلال او را ستايش نکند، ولی تسبيح آنها از درک شما خارج است. اوست باگذشت، آمرزنده.,"Glorifying Him are the seven universes, the earth, and everyone in them. There is nothing that does not glorify Him, but you do not understand their glorification. He is Clement, Forgiver.",
17,45,17:45,٤٥:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Disbelievers Cannot Understand Quran,هنگامی كه قرآن می خوانی، ما ميان تو و كسانی كه به آخرت ايمان ندارند، حجابی نامرئی قرار می دهيم.,"When you read the Quran, we place between you and those who do not believe in the Hereafter an invisible barrier.",
17,46,17:46,٤٦:١٧,111,The Children of Israel,بني إسرءيل,فرزندان اسرایيل,Quran: The ONLY Source,ما بر افكارشان پوشش می نهيم و بر گوش هايشان كری تا نفهمند. و هنگامی که فقط از روی قرآن* دربارهٔ پروردگارت موعظه می کنی، آنها با بيزاری می گريزند.,"We place shields around their minds, to prevent them from understanding it, and deafness in their ears. And when you preach your Lord, using the Quran alone,* they run away in aversion.","*17:46 The Arabic word ""alone"" refers to God in 7:70, 39:45, 40:12 & 84, and 60:4. If you add these numbers, you get 361, 19x19. But if you include 17:46, which refers to the Quran, the product is not a multiple of 19. ""Alone,"" therefore refers to the Quran in 17:46 (Appendix 18)."
